,Description,Platform,Price,Product
4928,"Command picked fleets made up of Battleships, Destroyers and Patrol Craft.",Windows,Free,Battleships Forever
4929,"Magic-themed, coloring program for kids of all ages (Adobe Air).",Mac,Free to try,eMagic Coloring Book
4930,Play an epic role-playing game that will take you across a massive world in search of your past.,Windows,Free to try,Eschalon: Book II
4931,Try this sleepwear outift for Sims 2.,Windows,Free,The Sims 2 Pooh Bear Sleepwear skin
4932,Grab eight maps for four different matchup sizes for Warhammer 40k: Dawn of War.,Windows,Free,"Warhammer 40,000: Dawn of War Maproom community map pack 1"
4933,Decorate your desktop with the wallpapers based on a famous game.,Windows,Free,X-Men Origins: Wolverine Wallpaper Pack
4934,Develop your hero and explore a mythic fantasy world.,Windows,Free,Eudemons Online
4935,Grab a demo version of the real-time strategy game you've been waiting for.,Windows,Free to try,Imperium Galactica II demo
4936,Explore new parts of island and rescue a group of lost children.,Mac,Free to try,Virtual Villagers 2:The Lost Children
4937,Bounce ping balls around the screen by dropping mirrors in their path.,Windows,Free to try,Ping Ball
4938,Reclaim the Earth from alien invaders that have come to enslave the humanity.,Windows,Free,Machine World
4939,Protect your world from a sadistic invader.,Windows,Free to try,Independence War 2: The Edge of Chaos demo
4940,Update Die Hard: Nakatomi Plaza to version 1.04.,Windows,Free,Die Hard: Nakatomi Plaza 1.04 patch
4941,Get three new maps with this pack for Desert Combat Extended.,Windows,Free,Battlefield 1942 Desert Combat Extended map pack
4942,Tear the player with the ball to pieces.,Windows,Free,Kill the Man with the Ball (Soldier of Fortune II: Double Helix)
4943,"4 solitaire games - Beleaguered Castle, Pyramid, Gaps, Twenty.",Mac,Free,Free Solitaire 3D
4944,"4 solitaire games - Beleaguered Castle, Pyramid, Gaps, Twenty.",Mac,Free,Free Solitaire 3D
4945,Play the new sequel to Myst and Riven game.,Mac,Free to try,Myst III: Exile X
4946,Update Conflict: Vietnam to version 1.1.,Windows,Free,Conflict: Vietnam patch
4947,"Obliterate all your potential rivals in love as a subtle and disguised high-school Yandere. 
",Windows,Free,Yandere Simulator
4948,Play around 20 Sudoku puzzles.,Windows,Free,Fingertime Sudoku
4949,Drive your off-road vehicle on dirt roads with extreme weather conditions and violent opponents.,Windows,Free,4x4 Offroad Race
4950,"Dress a doll model choosing between a variety of hats, tops, bottoms, and shoes.",Windows,Free to try,Fashion Cents Deluxe
4951,Generate mazes for printing or solving onscreen.,Windows,Free to try,Maze Maker
4952,Control a spaceship and shoot space invaders.,Windows,Free,Space Invaders
4953,Shoot falling letters by pressing corresponding keys.,Windows,Free,Keymania
4954,Give no mercy to losers in a mod for Soldier of Fortune II: Double Helix.,Windows,Free,Jihad (Soldier of Fortune II: Double Helix)
4955,"Explore an age before Darth Vader when war between
the Galactic Republic and the Sith Empire divided the galaxy.",Windows,Purchase,Star Wars: The Old Republic client
4956,"Print your numbers on bet slips, generate wheeling systems, and pick winning numbers.",Windows,Free to try,LottoMania
4957,Create and play square pool contests.,Windows,Free to try,Lucky Pool
4958,Update your copy of the Magic: The Gathering - Battlegrounds to version 1.2.,Windows,Free,Magic: The Gathering - Battlegrounds patch
4959,Play a first-person action adventure game.,Windows,Free,Excalibur: Morganas Revenge Windows
4960,"The Award winning NBA Game Time is the official app to follow the NBA wherever you are!
",Android,Free,NBA Game Time 2012-13
4961,"Add unlocked arenas, chat support, gamepad support, and bug fixes to the retail version of Conan.",Windows,Free,Conan v1.03 patch
4962,Become a Terminator with this career for the Sims.,Windows,Free,The Sims Terminator Career
4963,Climb the corporate ladder.,Windows,Free to try,Office Life
4964,With the slot machine Sizzling Hot Deluxe you have the best chances of winning.,Android,Free,Sizzling Hot Deluxe Slot
4965,Snowboard through the caves and save your friends.,Windows,Free to try,Penguin versus Yeti
4966,Get help in selecting lottery numbers for Powerball and Mega Millions lottery games.,Windows,Free to try,The Lottery Picker 2007
4967,Drive to victory through wrecked cars of your competitors in this deadly racing.,Windows,Free,Apocalypse Motor Racers
4968,Make the monkey move boxes to marked locations.,Windows,Free to try,Puzzle Monkey
4969,Get historically accurate locations and new resources in this add-on for the epic RTS game.,Windows,Free,Rome: Total War Mundus Magnus mod
4970,Destroy an approaching avalanche as quickly as possible.,Mac,Free to try,Christmas Avalanche
4971,Hammer out solutions leading to job completion.,Windows,Free to try,Bob the Builder - Can Do Zoo
4972,"Play keno, mark up to 20 cards, and score them from the same draw.",Windows,Free to try,Twenty Card Keno
4973,Address multiplayer issues.,Windows,Free,Rise of Nations Update
4974,Add a single-player map to Warcraft III.,Windows,Free,Warcraft III - Grunt Sea AI map
4975,Collect items before other players to win this wacky arcade game.,Windows,Free,Scavenger Hunt
4976,Play golf online or offline with four other players.,Windows,Free to try,MiniGolf Pro
4977,The World's #1 Pool game - now on iOS!Play with friends! Play with Legends. Play the hit Miniclip 8 Ball Pool game on your mobile and become the...,iOS,Free,8 Ball Pool
4978,"FOOD FIGHT. Team up as Gumball, Darwin, and Anais to take down the mutant leftovers. DESTROY ALL LEFTOVERS. Dad's expired jelly has mutated...",iOS,$2.99,Mutant Fridge Mayhem - Gumball
4979,Fix specific crash problems related to firewalls with the multiplayer demo.,Windows,Free,Tom Clancy's Splinter Cell: Pandora Tomorrow multiplayer demo v1.1 patch
4980,Install mods and custom vehicles made for GTA San Andreas.,Windows,Free,San Andreas Mod Installer
4981,Update your copy of Red Faction: Guerrilla.,Windows,Free,Red Faction: Guerrilla
4982,Update Diablo II to version 1.03.,Windows,Free,Diablo II 1.03 patch
4983,"Build your strategy and capture the enemy's flag.
",Windows,Free to try,Reveal Your Rank
4984,Correct single-player issues in Crimson Skies.,Windows,Free,Crimson Skies 1.01 patch
4985,Solve different jigsaw puzzles.,Windows,Free,Amazing Jigsaw
4986,Spider Solitaire by MobilityWare is the #1 fun & challenging card game on Google Play.,Android,Free,Spider Solitaire
4987,Fight in a battle royale against 100 other players and be the last man standing.,Android,Free,PUBG Army Attack
4988,Solve puzzles and uncover photos of fascinating places in Europe.,Windows,Free,Adore Puzzle
4989,Crush all other robots to be the lone survivor.,Windows,Free,RoboWar 5
4990,Play lotto games and print lotto tickets.,Windows,Free to try,Ecolotosystemes
4991,Create remapped key sets for your computer games.,Windows,Free,G-Hotkey
4992,Create remapped key sets for your computer games.,Windows,Free,G-Hotkey
4993,Visit ancient Rome with this mod.,Windows,Free,Medieval: Total War Patrician v1.2 The Birth of Rome Mod
4994,Update Max Payne 2 with the Deep Blue v3.0 mod.,Windows,Free,Max Payne 2: The Fall of Max Payne Deep Blue mod
4995,Set up a Battlefield Vietnam server to your specifications using this handy tool.,Windows,Free,Battlefield Vietnam Server Manager
4996,"Live to the full in the vertiginous world of epic adventures and breathtaking experiences.
",Android,Free,GTA 3
4997,Manage and configure a Star Wars Battlefront II server for your PS2 or PC.,Windows,Free,Battlefront II Server Manager
4998,Fix a number of bugs in the prehistoric strategy game.,Windows,Free,ParaWorld v1.01 patch
4999,Play a massively multiplayer online game.,Mac,Free to try,EVE Online
5000,DraStic is a fast Nintendo DS emulator for Android.,Android,$4.99,DraStic DS Emulator
5001,Add a single-player map to Warcraft III.,Windows,Free,Warcraft III - Lord of the Rings: Fellowship of the Ring single-player map
5002,Create music and watch a band play it.,Webware,Free,Punk-o-matic
5003,THIS IS YOUR HORIZON You're in charge of the Horizon Festival.,Windows,Free,Forza Horizon 3 Demo for Windows 10
5004,Add a race of water-breathing and fast-swimming Nymphs from the depths of the ocean.,Windows,Free,The Elder Scrolls III: Morrowind Water Nymph Race mod
5005,Pilot a flying saucer to save the world from aliens.,Windows,Free to try,Flying Saucer demo
5006,Update your copy of Homeworld 2 to take advantage of the latest bug fixes.,Mac,Free,Homeworld 2 Update
5007,Update your Crysis Wars game to version 1.5.,Windows,Free,Crysis Wars v1.5 Patch
5008,Dress up your own Gacha Character in Gacha Studio. Level up and Gacha for pets.,Android,Free,Gacha Studio (Anime Dress Up)
5009,"Find as a fallen angel against Etherlight, heaven's secret agency.",Windows,Free to try,Infernal demo
5010,Play with a virtual puppy.,Mac,Free to try,Puppy Luv: A New Breed
5011,Play against the computer or against another player on the same computer.,Windows,Free to try,3DRT PingPong
5012,Learn everything and cheat in WWE 2K14 Video Game.,Android,Free,WWE 2k14 Cheats
5013,Solve the murder at a Swiss hotel in the Alps.,Windows,Free to try,The Butler Did It
5014,Manage the European championships 2008 progress and results.,Windows,Free,Euro 2008 Manager
5015,Racing in Car is the best mobile racing game you have been looking for.,Android,Free,Racing Car Race Game 2017
5016,Enhance your Dungeon Siege game with this mod.,Windows,Free,Dungeon Siege Elys DS Succubus Mod
5017,Search the clues and evidence at the crime scenes and find the criminals.,Mac,Free to try,Myster Case Files: Prime Suspects
5018,Upgrade the multiplayer Pandora Tomorrow game to version 1.2 with this patch.,Windows,Free,Tom Clancy's Splinter Cell Pandora Tomorrow v1.2 multiplayer patch
5019,Customize your gaming means and create your own 2D fighting games.,Windows,Free,M.U.G.E.N
5020,Help Asterix and Obelix fight back the Romans.,Windows,Free to try,Asterix: The Gallic War demo
5021,Inject some insane humor into Unreal Tournament 2004 with the Stewie Griffin voice pack.,Windows,Free,Unreal Tournament 2004 Stewie Griffin voice pack
5022,Play as a guard or prisoner in this Doom 3 map.,Windows,Free,Doom 3 Jailbreak map
5023,Play this exciting rummy-like card game against computer opponents.,Windows,Free,Yaniv Card Game
5024,Take control of an entire company of the most fearsome military machines in history.,Windows,Free to try,Mech Commander 2
5025,Play pool and snooker in one game with other players online.,Windows,Free,BlitzPool
5026,Experience managing your own TV station.,Windows,Free to try,TV Station Manager
5027,Light up your enemies with this mod that gives you a flashlight and pistol combo.,Windows,Free,Doom 3 Pistol Flashlight mod
5028,Play a hidden object game.,Windows,Free to try,Curse of Survivor
5029,Update boxed versions of Neverwinter Nights 2 to version 1.12.,Mac,Free,Neverwinter Nights 2 1.12 Update
5030,Ecosia is a search engine that donates at least 80% of its profits from ad revenue to a tree planting program in Burkina Faso.,Windows,Free,Ecosia for Windows 10
5031,Run a bingo party easily.,Mac,Free to try,Bingo Caller
5032,"Use your mightly turtle wits to outsmart boxing crabs, poisonous snakes, and deadly submarines.",Windows,Free to try,Turtle Bay
5033,Allow Xbox 360 video game console to play games from the original Xbox video game console.,Windows,Free,Xbox Game Support Updates
5034,Manage a football club.,Windows,Free,MOTD - Football Manager frontend
5035,Play various hacking simulation games.,Windows,Free to try,Hacker Zero
5036,hoose from dozens of different vehicles and deliver parcels on time.,Windows,Free to try,Road Wage 2000 demo
5037,Play a game satirizing cliquey social programs.,Mac,Free,Yellow Shirt Odyssey
5038,Command the Shadow Warlock in Star Trek: Armada II.,Windows,Free,Star Trek: Armada II Shadow Warlock
5039,Become a king in a multi-player online strategy game.,Windows,Free,Empires Online II
5040,Upgrade Empires: Dawn of the Modern World from version 1.2 to 1.3.,Windows,Free,Empires: Dawn of the Modern World patch
5041,Calculate your card game sets and results automatically.,Windows,Free to try,Odds On Texas Holdem Calculator
5042,Race to the victory in the world of street racing.,Windows,Free,Street Racer
5043,Fly a helicopter or pilot a strider in this Half-Life 2 mod.,Windows,Free,Half-Life 2 Pilotable Strider mod (Ride The Helicopter)
5044,First and the only app which allows to play Terraria local multiplayer game over internet.,iOS,$3.99,Multiplayer Terraria edition
5045,Remove all the Chinese dominoes in matching pairs.,Windows,Free,Mahjong City
5046,Play different sports against your friends or nine animated opponents.,Windows,Free,PuckFun
