,Description,Platform,Price,Product
4826,Access your JDBC data source from any ODBC application.,Windows,Free to try,Easysoft ODBC-JDBC Gateway
4827,View and read EML files on your Windows 8 device.,Windows,Free,EML Viewer for Windows 8
4828,Schedule your employees with this automated scheduling system.,Windows,Free to try,SupremeSched
4829,Display a local time in a different locations.,Windows,Free,SharePoint World Clock Web Part
4830,"Get the breakdown of Troy ounces in Kilos, Oz, Dwt, etc.",Windows,Free to try,Troy Ounce Conversion Tool
4831,"Host a point of sale to run your Tuxedo, Fancy Dress, and Costume rental business.",Windows,Free to try,Costume Vision
4832,Search and monitor your equipments' testing expiry dates and maintenance.,Windows,Free to try,Gems
4833,Perform unit calculations and conversions.,Windows,Free,Sidekick
4834,Save you time when you want to scan a document and send it by e-mail. Works directly from outlook.,Windows,Free to try,Scan Attach for Outlook
4835,"Manage voice calls, messages, and e-mail.",Windows,Free to try,SuperVoice Pro
4836,Create and manage your employees' schedule.,Webware,Free to try,WhenToWork Online Employee Scheduling
4837,Manage your projects and assign various tasks.,Windows,Free to try,Integrated Project Support Office
4838,"Convert XLS, XLSX, and XLSM documents to PDF format.",Windows,Free,Excel To Pdf Converter 3000
4839,Optimize profits of your bar or restaurant analyzing actual usage of products.,Windows,Free to try,LiquidGuardian
4840,Manage different types of library activities.,Windows,Free to try,Library Manager
4841,Collect and analyze customer relationship information to help improve business processes.,Windows,Free to try,Thresh
4842,"View XER, XML, and XLS file format project schedules.",Windows,Free to try,ScheduleReader
4843,Manage and record information of your contracts with e-mail reminders.,Windows,Free to try,Mini Contract Manager
4844,Install SQL Server 2000 SP3a Replication Components on servers running IIS.,Windows,Free,SQL Server 2000 SP3a Replication Components for use with SQL Server 2005 Mobile Edition
4845,Configure your PC to run in kiosk mode.,Windows,Free,KIOSK Enterprise
4846,Perform an internal audit for your business.,Windows,$199.99,Small Business Internal Audit
4847,Update the security of your Windows XP.,Windows,Free,Security Update for Windows XP - X86
4848,Word processor for large creative writing projects.,Mac,Free to try,Jer's Novel Writer
4849,Create your sensibility tables and matrixes quickly and easily.,Windows,Free,STC
4850,Show two PowerPoint presentations at the same time on a single screen.,Windows,Free to try,DualPoint
4851,Convert Microsoft Excel files from English to Tamil and vice versa.,Windows,Free to try,Excel Convert Files From English To Tamil and Tamil To English Software
4852,"Import and export data between TXT, CSV, Excel, Acces, SQL, and Oracle databases and their tables.",Windows,Free to try,Data Import & Export
4853,"Create, edit, and customize your database.",Windows,Free to try,tlDatabase
4854,"Meet, chat, and place business calls inside and outside your organization, all using a single application.",Windows,Free,Amazon Chime
4855,"Draw prizes with topping performance, florid effect, and steady running.",Windows,Free to try,Gift
4856,"Manage all of your Internet, mail, and telephone orders in the same place.",Windows,Free to try,One Stop Order Processing
4857,"Convert .QIF files from Quicken, finance applications, downloads to .CSV files.",Windows,Free to try,QIF2CSV Convert
4858,Convert MS Word files into PDF format.,Windows,Free to try,Convert Word to Pdf
4859,Fill out and print DD250.,Windows,Free to try,EZ-Forms-DD250 Filler
4860,Create custom personal financial statements.,Windows,Free to try,Excel Personal Financial Statement Template Software
4861,Share PowerPoint presentations online with your friends.,Webware,Free,authorSTREAM
4862,Scan paper documents and save as PDF.,Windows,Free,Scan2PDF Portable
4863,Manage ingredients composition for formulating a well balanced diet.,Windows,Free to try,FeedMU
4864,View and print database files in multiple DBF tables.,Windows,Free to try,Multi DBF Viewer-Editor for Windows
4865,"Define, design, and create customizable data dictionaries for SPSS, SAS, and STATA data sets.",Windows,Free to try,Datamagnet Dictionary 
4866,Convert PDF files to the HTML format.,Windows,Free to try,Advanced PDF2HTM (PDF to HTML)
4867,Make your Excel to analyze Services cubes.,Windows,Free,OLAP PivotTable Extensions
4868,"Manage communications, work orders, violations, fines, dues, and billing for homeowner business.",Windows,Free to try,HOA Tracking Database
4869,"Access your business correspondence, Web conferencing, and collaboration tools from anywhere.",Webware,Free,Microsoft Online Services
4870,Create and manage incident report database in MS Access.,Windows,Free,Access Database Incident Report Form Templates
4871,Open and review DICOM files.,Windows,Free to try,DICOM Files Manager
4872,Build stronger customer relationships without the investment in IT infrastructure and staffing,Webware,Free to try,Microsoft Dynamics CRM Online
4873,A unique skill for Mac users to restore erased/lost data from iPad.,Mac,Free to try,iPubsoft iPad Data Recovery
4874,Get a newsletter management application.,Windows,Free to try,Newsletter Web Part for Microsoft SharePoint
4875,Manage transactions and capture information for reporting.,Windows,Free to try,POSperfect Point of Sale
4876,"Process the booking, scheduling, and invoicing of equipment rentals.",Windows,Free to try,Rental Software
4877,Calculate your net or take home pay within different time frames.,Windows,Free,The Utimate Pay Calculator
4878,Execute query and SQL script with multiple features.,Windows,Free,SQL Studio Query eXecutor
4879,Edit and view databases and XML.,Windows,Free,ANTLOG Table Editor
4880,Manage multiple projects with this handy logging tool.,Windows,Free to try,SessionTimer Pro
4881,Analyze the way you use your computer and get suggestions on how to make things more efficient.,Windows,Free to try,MaintSmart Enterprise CMMS
4882,Tell your computer what to do and it will obey your command. ,Windows,Free,WavFrag
4883,App for processing of data through statistical analysis.,Windows,Free,Statistica for Windows 10
4884,Manage your Microsoft Word files.,Webware,Free,ajaxWrite
4885,Report sales and other dispositions of capital assets. ,Windows,Free,IRS Form 8949
4886,Manage and automate your Microsoft project plans and reports.,Windows,Free to try,p2msp
4887,OpenLink Lite Edition ODBC Driver for Oracle 10g,Mac,$149.00,OpenLink Lite Edition ODBC Driver for Oracle 10g
4888,Monitor Bluetooth devices.,Windows,Free to try,BlueServer
4889,"Track the search ranking of your Web sites in Google, Yahoo, and Bing.",Windows,Free to try,Rank Reporter
4890,"Print forms W2, W3, 1099, and 1096 quickly and easily on white paper or pre-printed forms.",Windows,Free to try,ezW2 2016
4891,Turn any PC into a power Touch POS cash register system.,Windows,Free to try,Nuevo TouchPOS
4892,Prepare your quarterly fuel taxes.,Windows,Free to try,My Fuel Tax
4893,Manage and design paper works on your desktop.,Windows,Free to try,Lightwright
4894,Access and interact with multiple databases.,Windows,Free to try,Database Manager
4895,Establish a virtual Office environment that enhances productivity and data management.,Windows,$150.00,Microsoft Office 365 Business Premium
4896,Design various types of ID cards.,Windows,Free to try,ID Card Workshop
4897,Establish a virtual Office environment that enhances productivity and data management.,Windows,$150.00,Microsoft Office 365 Business Premium
4898,"Create, edit, and view various types of office documents with complex formatting.",Windows,Free,SSuite Ex-Lex Office Pro
4899,Collaborate with your team to create beautiful church presentations.,Windows,Free to try,Proclaim
4900,Get a PHP script based shopping cart.,Windows,Free,Fastilo - open source shopping cart
4901,Keep detailed billing records in your medical business.,Windows,Free to try,EZClaim Premier
4902,Get assistance in starting up a small company or a home office.,Windows,Free,Small Business System
4903,"The AirWatch agent is a device management solution that enables you to secure, monitor, manage and support your entire fleet of smartphones, including Windows Phone The agent works only in conjunction with the AirWatch console.",Windows,Free,VMware AirWatch Agent for Windows 10
4904,Analyze debt and create a plan.,Windows,Free to try,Debt Analyzer
4905,Extract text from images and name the file based on OCR.,Windows,Free to try,File by OCR
4906,Manage all types of marketing campaigns.,Windows,Free to try,Web-based dbLink CRM & ERP
4907,Manage all aspects of your dairy herd.,Windows,Free to try,Gienem Dairy Standard
4908,Manage and store your data and handle large data workloads.,Windows,Free to try,IBM DB2 Database Server
4909,"Convert Excel files to DBF, TXT, HTML, XML, CSV, and SQL formats.",Windows,Free to try,Advanced XLS Converter
4910,Adjust and customize your keyboard.,Windows,Free,InScribe 2007
4911,Store and manage vehicle information.,Windows,Free to try,Vehicle Manager Professional Edition
4912,Track and record your phone calls in MP3 format.,Windows,Free to try,Blue's Voice Memory
4913,"Convert and merge images of TIFF, JPG, PNG, BMP, and GIF formats into PDF Documents.",Mac,Free to try,Image to PDF Converter
4914,Search for UK business addresses and contact information.,Windows,Free,CompanyCrawler
4915,"Connect phones, PC, tablets, Mac and TV - send contents including messages, files, folders, photos, video etc.wirelessly at lightning fast speed.",Android,Free,Software Data Cable
4916,Provide all in one Word converter and PDF converter tool.,Windows,Free to try,Doc Converter
4917,Analyzing and design open channels of all varieties.,Windows,Free to try,ChannelFlow
4918,Combine multiple TIFF and image files into one TIFF file.,Windows,Free to try,TIFF Combiner
4919,"Store, manage, and track any type of information, notes, and documents.",Windows,Free,ZAL NoteXplorer
4920,"Generate Form16, sign it with digital signature, and send it through e-mail.",Windows,Free,Skorydov Digital Form16
4921,Time multiple tasks and calculate the time spent.,Windows,Free to try,Time Sheet
4922,Create beautiful timelines.,Mac,$24.95,TimeFlyer
4923,Improve your campground or motel operations with a computerized management package.,Windows,Free to try,RSI Frontdesk Manager
4924,Schedule your tasks effectively.,Windows,Free to try,Alive Task Manager
4925,"Organize your hardcopy documents, create folder labels, print lists, and find anything in seconds.",Windows,Free,Paper-Docs Organizing Solution
