,Description,Platform,Price,Product
5510,This is a high precision and insanely beautiful digital compass.,Android,Free,Digital Compass
5511,"Search, extract, and replace data from files.",Windows,Free to try,AJC Grep
5512,Create UML diagrams and export them to multiple image formats.,Windows,Free,Software Ideas Modeler Portable
5513,Change the extension of any file without loading it.,Windows,Free,File Extension Changer
5514,"Find out what programs, games, or downloads occupy large space on your hard disk.",Windows,Free to try,Where'd My Space Go
5515,Change file names and extensions.,Windows,Free,File Manager
5516,create a bootable SD card with your phone.,Android,Free,Bootable SDCard / USB (ROOT) Lite
5517,Edit filenames.,Windows,Free to try,Power Rename
5518,Divide directory contents into specified sizes.,Windows,Free,Directory Splitter
5519,Clean and speed up Google Chrome or other Chromium based browsers.,Windows,Free,Iron Cleaner
5520,Clean and speed up Google Chrome or other Chromium based browsers.,Windows,Free,Iron Cleaner
5521,View and manage files on your computer.,Windows,Free to try,Sprintbit File Manager
5522,Transfer data between Android and iOS devices by one click.,Windows,Free to try,Jihosoft Phone Transfer
5523,Manage and observe the content of your hard disk.,Windows,Free to try,HD Observer
5524,"Remotely view, control and record your IP camera, webcam, DVR and NVR using your iOS device.",iOS,$4.99,IP Cam Viewer Pro
5525,Find the number of string occurrences within a large text.,Windows,Free,Data Mining
5526,"Schedule exe/bat/etc files, FTP uploads/downloads, monitor processes, and receive notifications.",Windows,Free,TaskRunner
5527,Lock the keyboard and mouse to stop those wandering little fingers.,Windows,Free,Child Lock
5528,Search files using a complete set of search filters.,Windows,Free,Svizzer
5529,'Photon browser is a powerful and versatile Safari alternative that excels in its Flash support.,iOS,$4.99,Photon Flash Player & Private Browser for iPad
5530,Change Windows OS file dates.,Windows,Free,File Date Touch
5531,Manage your monitor's functions.,Windows,Free to try,Softany Monitor Control
5532,Monitor and manage your hard disk space.,Windows,Free to try,DiskChart
5533,Analyze log for Squid and ISA Server.,Windows,Free,Kraken Reports
5534,Manage user account and groups.,Windows,Free,Account Manager for Win XP/Vista Home
5535,Super VPN: Best VPN of the World.,iOS,Free,Super VPN - SuperVPN Master
5536,Repair corrupted Windows installations.,Windows,Free,Repair
5537,Find identical or duplicate files on your hard drives or network storage media swiftly and easily.,Windows,Free,PackIt
5538,Check the CPU use in your computer.,Windows,Free,StressMyPC
5539,find & fix hacker backdoors,Windows,Free to try,Antiy Ghostbusters
5540,Create and print envelopes using printer.,Windows,Free to try,Star Envelope Printer Pro
5541,clean window & improve PC's performance,Windows,$29.95,WinCleaner OneClick Professional Clean
5542,Frees unused RAM.,Mac,Free,Memory Scope
5543,Easily run JAVA jars from your portable device.,Windows,Free,Java Portable Launcher
5544,"Our company division WiFi camera products can be used to achieve remote configuration camera, remote viewing, remote playback; It's your home...",iOS,Free,V380
5545,Helps you manage your hard disks Life Resource.,Windows,Free to try,Drive Health
5546,Unblock any website or application. Enjoy unlimited and Fast VPN.,Android,Free,Hola Premium VPN Proxy
5547,Perform a quick search on files and documents of your hard disks.,Windows,Free,DesktopSeeker
5548,"Find duplicate files by size, date, content, names, or a combination of these criteria.",Windows,Free to try,DupExplorer
5549,PC Matic is always on the lookout for incoming threats to your Android device.,Android,Free,PC Matic
5550,Cocoa front-end for the wget download tool,Mac,Free,SimpleWget
5551,"Find, view and manage files with duplicate content regardless of name.",Mac,Free to try,Araxis Find Duplicate Files
5552,Clean up and repair Windows registry.,Windows,Free,Airy Free PC Cleaner
5553,Run other operating systems on your computer.,Linux,Free,VirtualBox for Ubuntu
5554,"iPray follows a zero-configuration policy, which means that it works for everyone out of the box, without ever needing to configure anything.",iOS,$1.99,iPray: Prayer Times & Qibla Compass
5555,Compress your DLL and exe files up to 50 percent without affecting functionality.,Windows,Free to try,GPX
5556,Organize and modify filenames and MP3 tags.,Windows,Free to try,File Boss
5557,Automated email backup app.,Mac,Free,Email Backup
5558,Explore secrets of latest Windows systems.,Windows,Free,TweakNow WinSecret 2010
5559,Get a Linux distribution for mission-critical workloads in your physical and virtual environments.,Linux,Free to try,SUSE Linux Enterprise Server (64-bit)
5560,"Google Indic Keyboard allows you to type messages, update on social networks or compose emails in your own native language on your Android phone.",Android,Free,Google Indic Keyboard
5561,Rebuild the entire security strategy of a server.,Windows,Free to try,Professional Audit Expander
5562,"Delete intermediate, temporary, junk, and all unwanted files and folders.",Windows,Free to try,Folder Cleaner
5563,"Create and save, and edit notes.",Windows,Free,Notes
5564,"Keep your iPhone, iPad, or iPod touch clean and well-organized.",Windows,Free to try,iPhone Cleaner
5565,"Send mails, store contacts, and securely establish communication in your environment. ",Windows,Free,TrulyMail Portable
5566,Get direct access to hardware devices and functions.,Windows,Free,Hardware Access Console
5567,Use new Indian currency symbols on your computer.,Windows,Free,Fonts And Keyboard Layout for Indian Currency 
5568,Keep track of registry changes,Windows,Free to try,Active Registry Monitor
5569,Run other operating systems on your computer.,Linux,Free,VirtualBox for Red Hat Enterprise/CentOS (64-bit)
5570,Extract archives saved in more than 16 formats.,Mac,$0.99,RAR Extractor Star
5571,Use the command line to start applications with separate user credentials without re-logging.,Windows,Free to try,Advcanced RunAs
5572,Monitor and automatically control processes to maximize system responsiveness during high CPU loads.,Windows,Free to try,Process Lasso Server Edition (64-bit)
5573,Prevent your PC from going inactive.,Windows,Free,Caffeinated
5574,"Stellar Data Recovery, world leading Data Recovery Provider brings this FREE version of Stellar Phoenix Data Recovery for Android that runs on...",Android,Free,Stellar Phoenix Data Recovery
5575,Recover corrupted XLSX files.,Windows,Free to try,XLSX Repair Kit
5576,Optimize your hard disk by re-arranging and packing file fragments.,Windows,Free to try,SystemUp Defrag 2009
5577,Recover files and documents from corrupted partitions and damaged hard disks.,Windows,Free to try,QA Disk Repair
5578,fix for error in MS04-032 security update,Windows,Free,Critical Update for Windows XP
5579,Scan your computer and resolve problems that degrade performance.,Windows,Free to try,Comodo PC TuneUp
5580,Determine the hardware installed on a machine.,Windows,Free,DriverIdentifier Portable
5581,Find and recover your lost or deleted data.,Windows,Free to try,BPlan Data Recovery
5582,Search for similar files on your disks and display their relationships.,Windows,Free to try,Ssf
5583,XISO & FTP tool for the Xbox,Mac,Free,Xbox Browser
5584,Delete unnecessary files from your system to increase computer performance.,Windows,Free to try,ByteSweeper
5585,Control your PC with voice.,Windows,Free to try,e-Speaking
5586,Identify large files on your disk and decide which to delete.,Windows,Free,DiskZoom
5587,"FOR YEARS WE'VE HAD AN 4.6 STAR AVERAGE, NOW VERSION 2 IS AVAILABLE AS A SEPARATE APP, FOR SOME REASON THE APP IS BEING RATED LOWER :-WE KEEP ON...",iOS,$4.99,Foscam Surveillance Pro
5588,"Rename, preview, and filter files by numerous criteria.",Windows,Free to try,File Renamer 2005
5589,HTML Editor: WebMaster Lite - fast and lightweight (1Mb only) HTML editor for web developers.,Android,Free,WebMaster's HTML Editor Lite
5590,Monitor and analyze your hard disk or server disk space.,Windows,Free to try,Folder Magic
5591,Create dummy files with data you can specify with almost any size.,Windows,Free,FileFiller
5592,Get application manager for your Android device.,Android,Free,App Manager
5593,Cut large files for various storage devices.,Windows,Free,IndyaMail 2Kul File-Splitter
5594,Get reliable protection from unforeseen data loss for your PC.,Windows,Free to try,Laplink DiskImage
5595,Find and recover lost or deleted data.,Windows,Free to try,Namosofts Data Recovery 2
5596,Check and repair various files and preferences and reset the Print Center.,Mac,Free to try,Print Center Repair
5597,Store various PC files on Palm.,Windows,Free to try,File Uploader
5598,Clean your registry and remove errors.,Windows,Free to try,Bug Razor
5599,Send faxes to any destination with a single click.,Windows,Free,Print2Fax
5600,"This software token can be used for the KONAMI OTP (One-Time Password) Service.In addition to this application, - Acquisition of a KONAMI ID and...",iOS,Free,KONAMI OTP Service Software Token
5601,Recover all your MS Outlook passwords in three different modes.,Windows,Free to try,Passcape Outlook Password Recovery
5602,Testing different APK versions with Android Version history.,Android,Free,Version for Play Store - Demo
5603,Get a backup and restore tool for Internet Explorer.,Windows,Free,Internet Explorer Backup
5604,Compare two directories or files side by side and synchronise/update them.,Windows,Free,DSH Directory and File comparator
5605,Write mathematical expressions within text documents easily.,Windows,Free,MiKTeX Portable
5606,Create bootable Live USB drives for many Linux distributions.,Linux,Free,UNetbootin for Ubuntu (64-bit)
5607,Document objects in an ISA Server and maintain ISA Server configuration automatically.,Windows,Free to try,ISAAnalyzer
5608,"Lets Automator simulate mouse clicks, movement & drags.",Mac,Free to try,Automator Virtual Input
5609,Export and convert MSG to EML.,Windows,Free to try,MSG to EML Converter
5610,Get a Winzip compatible batch unzip application.,Windows,Free to try,BatchUnzip
5611,Wish to get thousands of LIKEs on Instagram? Like Agent is your ultimate weapon to make it come true! No cheats from zombies or artificial...,iOS,Free,Like Agent - Like4Like for Instagram
5612,"Find, View, Print, EMail, and Organize Pictures, Multimedia, Document, Database.",Mac,Free to try,File Viewer Express
5613,Time Machine error reporting app.,Mac,Free,TM Error Logger
5614,"Manage files with multi-tabbed, dual panel commander with many features and plugins.",Windows,Free,Multi Commander (32-bit)
5615,Embeds various tools into your Windows desktop.,Windows,Free,Kaelri Enigma
5616,Protect your Windows 10 upgrade experience.,Windows,Free,System GoBack Free
5617,Encrypt or decrypt any type of file.,Windows,Free,Encoding Decoding Free Portable
5618,"Battery Saver Pro, the professional power manager, is the best battery saving application which is capable of extending your battery life.",Windows,Free,Battery Saver Pro + for Windows 10
5619,Erase data from various storage devices irreversibly.,Windows,Free,Lowvel
5620,"Manage disk space, while gathering free space.",Windows,Free to try,Need3Space
5621,Create macros to automate most common tasks.,Windows,Free to try,Macro Express Pro
5622,Note: The latest Amazon update for the Fire TV broke the connectivity between Apps2Fire and the Fire TV.,Android,Free,Apps2Fire (Original)
5623,"Access mail, Web contents, and photos stored in your digital cameras.",Windows,Free to try,Linpus Media Center
