,Description,Platform,Price,Product
3386,cross platform instant messaging for office networks,Mac,$119.95,QuickConference
3387,Obtain the grid stats of the user information.,Windows,Free,NMTopUsers (32-bit)
3388,Use a web-based system configuration tool for Unix-like systems.,Linux,Free,Webmin for Linux
3389,Improve the performance and availability of your data over network.,Linux,Free,Cloud Drive Network Accelerator for Linux
3390,Check IP address of external WAN.,Windows,Free,Tiny IP APP
3391,Develop embedded communication with protocols and services.,Windows,Free,FNET Portable
3392,Allow you to connect to and control your devices.,Linux,Free,RealVNC for Red Hat (64-bit)
3393,Activate and deactivate ports and services in a massive way in all the equipment of your network.,Windows,$40.00,Ubiquiti airMAX Service Ports Toolkit
3394,Manage computer and other electronic devices remotely.,Windows,Free to try,WebElf
3395,Scan all your Windows PCs within local area network.,Windows,Free to try,SyvirBuild
3396,Create offline copy of remote shared resources.,Windows,Free to try,LanSnapshot
3397,Discover and analyze all IT assets on your network.,Windows,Free to try,Easy Network Stock Analyzer
3398,Develop client server environment of Licas to access running services.,Windows,Free,Licas Lite
3399,Establish remote access and VPN solution for your network.,Linux,Free,NeoRouter Free Server for Ubuntu (64-bit)
3400,Monitor performance of the system applications and create reports.,Windows,Free,Heroix Longitude Community Edition (64-bit)
3401,"Find, manage, and connect to available WiFi hotspots.",Android,Free,Walmart Family Wi-Fi
3402,Extract domain names with specific conditions.,Windows,Free to try,Domain Zone Processor
3403,Display remote host users and what resources they are using.,Windows,Free,Terminal Services Manager
3404,"Run multiple SNMP sessions, save results into a file.",Mac,Free,JSNMPWalker
3405,View and analyze real-time Netflow data.,Windows,Free to try,Promcis Netflow Viewer x64
3406,Check the Network User associated with the user selected network drive.,Windows,$1.99,Network Drive Login Checker
3407,Calculate various types of subnets for IPv4 and IPv6 addresses.,Windows,Free to try,IPv4/v6 Subnet Calculator
3408,"Improve your Wi-Fi network performace, troubleshoot dead zones, optimize AP placement.",iOS,Free,NetSpot
3409,Distribute processing applications amongst network processors.,Linux,Free to try,SquidNet for Linux
3410,"Unlock, restart, or even shut down your Mac using Touch ID from your iOS device.",iOS,$1.99,MacLock - Unlock Your Computer with Touch ID
3411,Control the every aspect of your small business in real-time,Windows,Free to try,DGard Network Manager
3412,Display the local and public IP addresses of all network interfaces.,Windows,Free,Show My IP
3413,Share files through Wi-Fi connection from your PC to all connected devices.,Windows,Free,Creydo HomeServer
3414,Monitor servers you want in a simple way.,Windows,Free to try,HitWB Monitor powered by Waakhond
3415,Monitor your system and network with temperature alerts which can be sent to your mobile.,Windows,Free to try,PageR Enterprise
3416,"4D plugin, replaces Explorer",Mac,$95.00,oEd Explorer
3417,Centralize and deploy different applications on server side.,Windows,Free to try,GWT Virtual Application System
3418,Analyze remote desktop access to your servers and generate reports.,Windows,Free,Remote Desktop Audit
3419,Retrieve the connected state of the local system.,Windows,Free,IsCon
3420,Access remote PC screen of your users.,Linux,Free to try,ScreenConnect for Linux
3421,Set up a shut down schedule for PCs in your network.,Windows,Free to try,TaskForceCO2
3422,Monitor and control remote computers using your iPhone or iPad.,iOS,Free to try,AdminZilla Network Administrator
3423,Manage office equipment booking by sharing devices.,Windows,Free to try,Device Booker
3424,Audit all changes and enforce controlled change management processes across your virtual environment.,Windows,Free,NetWrix Change Reporter for System Center Virtual Machine Manager
3425,Archive email using custom rules.,Mac,Free to try,Reduplicator
3426,"Test connections for bandwidth speeds and capacity, VoIP and video quality, and identify bottlenecks.",Linux,Free to try,MyConnection Server (Linux)
3427,Keep configuration of each remote desktop connection.,Windows,Free to try,ATQ Remote Desktop Manager
3428,Emulate SSL/TLS/SSH terminals.,Windows,Free to try,Nexus Terminal
3429,Manage device configuration within network.,Windows,Free to try,Configuration Management Assistant
3430,Control your desktops and applications remotely from your Android device.,Android,Free,DeskRoll Remote Desktop
3431,Get a tool for 2-channel relay controller boards of National Control Devices.,Windows,Free to try,Relay Timer R2X
3432,Manage device configuration within network.,Windows,Free to try,Configuration Management Assistant
3433,"Test connections for bandwidth speeds and capacity, VoIP and video quality, and identify bottlenecks.",Linux,Free to try,MyConnection Server (Linux)
3434,Keep configuration of each remote desktop connection.,Windows,Free to try,ATQ Remote Desktop Manager
3435,Monitor the computers around your network remotely.,Windows,Free to try,ZD Soft Screen Monitor
3436,Take remote screenshots in network/LAN under administrator privilege. ,Windows,Free to try,PC Remote Screenshot
3437,Communicate with distributed computers via a simple network protocol.,Windows,Free,Systems Biology Workbench
3438,Monitor Cisco bandwidth usage.,Windows,Free,Bandmon
3439,View all information regarding your Website on PC.,Windows,Free,GetWhois
3440,Establish remote access and VPN solution for your network.,Linux,Free,NeoRouter Free Server for Red Hat Enterprise and CentOS (64-bit)
3441,Add on for ListSTAR to handle personalized messages,Mac,Free,ListSTAR Probe
3442,Get a serial to TCP forwarding system with multiple connection support.,Windows,Free,SerialDispatch
3443,Quick reference for the handheld,Windows,Free,Monk
3444,Configure your local unbound secure server.,Windows,Free,Dnssec-Trigger
3445,Get large list of domain names.,Windows,$19.95,Atomic Domains Catalogue
3446,Send and receive faxes or text pages.,Linux,Free,HylaFAX Server for CentOS (32-bit)
3447,Chat and share files on LAN.,Mac,Free to try,Fat Chat
3448,Show detailed statistics of traffic for your sites.,Windows,Purchase,WebAnalytics for Windows 8
3449,Visualize and debug SNMP logs.,Windows,Free to try,Netplayback
3450,Use a web-based system configuration tool for Unix-like systems.,Linux,Free,"Webmin Beta for Linux (Redhat, Fedora, CentOS, and SuSE)"
3451,Establish remote access and VPN solution for your network.,Linux,Free,NeoRouter Free Server for openSUSE (64-bit)
3452,Enable IP switching functionality on your PC.,Windows,Free to try,Stotraa IP Switcher
3453,Hide unwanted wireless networks that show up on your home or office computers.,Windows,Free,Block Nearby WiFi
3454,Get embeddable jobboard for any Facebook Page or website.,Webware,Free,Emplada
3455,Lists all the Bonjour advertisements that are broadcasted on your local network.,Mac,$7.99,mDNSBrowser
3456,Get embeddable jobboard for any Facebook Page or website.,Webware,Free,Emplada
3457,Lists all the Bonjour advertisements that are broadcasted on your local network.,Mac,$7.99,mDNSBrowser
3458,Build an instant private network between computers.,Linux,Free,Remobo for Linux (32-bit)
3459,Monitor performance of the system applications and create reports.,Windows,Free to try,Heroix Longitude VMware Edition (64-bit)
3460,Script to disable DHCP/LDAP vulnerability,Mac,Free,CarrelPatch
3461,Makes basic Database handling very simple,Windows,$4.99,Newbie DB
3462,"Host, transfer, and share files on ad hoc basis.",Windows,Free to try,YamiMFTX Server
3463,php website traffic analysis & user management system,Mac,Purchase,LunaStat
3464,Reduce storage cost.,Windows,Free to try,QUOTAWatch
3465,Send commands and test functionality of your TCP/IP servers.,Windows,Free,TabletTcpipTool for Windows 8
3466,Provide intelligent data recoveries for Microsoft Exchange Server.,Windows,Free to try,Exchange Server Restore Toolbox
3467,Share your Internet modem connection with the LAN.,Windows,Free to try,RASVoter
3468,"Analyze changes in protein sequence, domain composition, and microRNA targeting from user RNA sequencing.",Windows,Free,AltAnalyze 
3469,Get a web based end point management solution.,Windows,Free to try,Vallum Halo Manager
3470,Share links between devices that you own without having to email or use any other client. ,Windows,Purchase,Link Sharer for Windows 8
3471,Fetch the page you want from your Windows 8 device.,Windows,Free,Specific Page Getter for Windows 8
3472,Promote your resource through email and social networks.,Webware,$100.00,Promoter
3473,Check each network PC for hardware and component failures.,Windows,Free to try,SyvirSen
3474,Create backups of equipment configurations of the entire Ubiquiti airMAX line.,Windows,$20.00,Ubiquiti airMAX Backup
3475,Send and receive faxes or text pages on your PC.,Linux,Free,HylaFAX for Linux
3476,Monochrome Version,Windows,$14.00,Network Star Pro Edition - B/W
3477,Allow TCP clients to talk with other TCP clients via a server-server port forwarder.,Windows,Free,Listen-Listen
3478,Provide free companion to WinLock Remote Administrator.,Windows,Free,WinLock Tiny Client
3479,Tunnel or sniff between two serial ports on your Linux system.,Linux,Free,Sersniff for Linux
3480,Access FTP servers and manage files easily.,Mac,Free,Wing FTP Server
3481,"Monitor remote hosts behind NAT, or routers.",Windows,Free to try,10-Strike Network Monitor Pro
3482,Manage cpanel infrastructure smarter and better.  ,Webware,Free,CentralCP
3483,"Manage every detail of your server, from server interaction, process level.",Webware,Free to try,AppFirst Professional
3484,Allow you to connect to and control your devices.,Linux,Free,RealVNC for Red Hat (32-bit)
3485,Save main content of web pages to your device for later reading.,Windows,Free,InstaFetch Lite for Windows 8
3486,Gather any information from remote computers.,Windows,Free,DynamicSpotActionTool
3487,Search active directory for servers and get IP address.,Windows,Free,ADPeekUI
3488,Extend Active Directory user password expiration.,Windows,Free to try,Cobynsofts AD Password Extender
3489,Manage guest WiFi access with bandwidth control.,Windows,$399.00,Hotel WiFi Hotspot
3490,Get utilities for the creation and run-time processing of an external description data structure.,Windows,$120.00,Xsd2struct
3491,Split a TCP or UDP data stream into two destinations.,Windows,Free to try,TCP Splitter
3492,Perform secure file transfer and file sharing from a central console.,Windows,Free to try,Serv-U Managed File Transfer Server
3493,Build a file management system on your Web site or server.,Windows,Free,Monsta Box
3494,Find domain name by dragging text to the program.,Windows,Free,DomainPlugin
3495,Track of HHTP transfer and save the copy of data.,Windows,Free,Assniffer
3496,Simplify the management of virtual and physical servers.,Windows,Free to try,up.time 
